Eid,Python,Machine Learning,Deep Learning,Data Analysis,Asp.Net,Ado.Net,VB.Net,C#,Java,Spring Boot,Hibernate,NLP,CV,JS,React,Node,Angular,Dart,Flutter,Vb.Net,Ename,Experience,Total_projects,Rating,Area_of_Interest_1,Area_of_Interest_2,Area_of_Interest_3,Language1,Language2,Language3,AI_project_count,ML_project_count,JS_project_count,Java_project_count,DotNet_project_count,Mobile_project_count
854,1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,1,1,1,Jennifer Villela,8,5,0.625,ML,Java,AI,English,Malayalam,Hindi,0,0,1,1,2,1
855,1,0,0,0,3,3,0,3,2,2,2,1,1,1,1,1,1,4,4,3,Dwain Karalis,2,8,4.0,Mobile,DotNet,Java,English,Tamil,Chinese,2,0,3,1,1,1
856,1,1,1,1,1,1,0,1,1,1,1,4,4,3,3,3,3,2,2,1,Kathleen Dyches,13,19,1.4615384615384617,AI,JS,Mobile,English,Malayalam,Kannada,2,5,4,4,1,3
857,1,1,1,1,3,3,0,3,1,1,1,1,1,1,1,1,1,4,4,3,Don Walker,9,19,2.111111111111111,Mobile,DotNet,JS,English,Malayalam,Chinese,5,3,0,2,4,5
858,4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1,Floyd Mateo,17,26,1.5294117647058822,ML,Mobile,AI,English,Japenese,Tamil,3,4,3,8,3,5
859,1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1,Roger Pigeon,14,15,1.0714285714285714,ML,JS,Java,English,Telugu,Chinese,5,0,4,2,2,2
860,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Pamela Keener,16,21,1.3125,AI,ML,JS,English,Hindi,Chinese,4,1,4,4,5,3
861,1,1,1,1,0,0,0,1,1,1,1,4,4,1,1,1,1,0,0,0,Tony Gray,2,2,1.0,AI,ML,Java,English,Chinese,Tamil,1,0,1,0,0,0
862,2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1,Daniel Godsey,11,11,1.0,AI,Mobile,ML,English,Malayalam,Hindi,2,1,2,1,3,2
863,4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,0,0,1,Kevin Jablonski,16,28,1.75,ML,Java,JS,English,Hindi,Japenese,5,4,7,7,5,0
864,1,0,0,0,1,1,0,1,4,4,4,0,0,2,2,2,2,1,1,1,Sarah Wake,10,5,0.5,Java,DotNet,JS,English,Telugu,Japenese,0,0,2,1,0,2
865,3,3,3,3,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2,Eddie Wester,11,9,0.8181818181818182,JS,ML,DotNet,English,Japenese,Hindi,2,2,1,1,1,2
866,1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4,Sandra Rosas,6,14,2.333333333333333,DotNet,AI,Mobile,English,Kannada,Malayalam,2,2,2,3,3,2
867,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,Jo Aiken,5,2,0.4,Java,AI,ML,English,Kannada,Japenese,0,1,1,0,0,0
868,3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4,Nina Stuzman,15,15,1.0,DotNet,ML,JS,English,Hindi,Telugu,1,2,3,3,3,3
869,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,Scott Meeks,19,16,0.8421052631578947,DotNet,Java,JS,English,Telugu,Hindi,3,7,4,0,0,2
870,4,4,4,4,1,1,0,1,3,3,3,2,2,1,1,1,1,1,1,1,James Juarez,21,18,0.8571428571428571,ML,Java,AI,English,Japenese,Hindi,4,1,7,1,4,1
871,3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1,Francisco German,11,18,1.6363636363636365,JS,ML,AI,English,Japenese,Malayalam,5,5,1,1,4,2
872,1,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,David Esquivel,8,8,1.0,DotNet,AI,JS,English,Hindi,Tamil,4,1,0,2,0,1
873,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Eugene Caputo,22,25,1.1363636363636365,AI,ML,JS,English,Japenese,Kannada,4,3,2,7,4,5
874,1,1,1,1,4,4,0,4,1,1,1,0,0,1,0,0,0,2,2,4,John Lopez,3,5,1.6666666666666667,DotNet,Java,Mobile,English,Hindi,Chinese,0,1,0,0,1,3
875,3,3,3,3,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2,Boyd Smith,9,12,1.3333333333333333,Java,ML,DotNet,English,Tamil,Japenese,3,2,1,0,2,4
876,2,2,2,2,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1,Frank Vasquez,24,28,1.1666666666666667,JS,AI,ML,English,Tamil,Chinese,3,4,11,4,2,4
877,3,3,3,3,4,4,0,4,2,2,2,1,1,1,1,1,1,1,1,4,George Ramirez,6,13,2.1666666666666665,DotNet,ML,Java,English,Tamil,Telugu,1,2,3,4,2,1
878,1,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,0,3,3,1,Tabatha Ward,6,7,1.1666666666666667,Java,Mobile,AI,English,Telugu,Japenese,1,2,0,0,1,3
879,3,3,3,3,1,1,0,1,1,1,1,2,2,1,0,0,0,1,1,1,Teodoro Butler,9,13,1.4444444444444444,Java,ML,AI,English,Malayalam,Telugu,4,7,0,0,1,1
880,3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1,Geoffrey Maulden,23,27,1.173913043478261,Java,ML,Mobile,English,Japenese,Telugu,5,3,6,6,1,6
881,4,4,4,4,0,0,0,1,1,1,1,0,0,2,2,2,2,0,0,0,Denise Allen,4,2,0.5,ML,Java,JS,English,Tamil,Malayalam,0,1,1,0,0,0
882,1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4,Chester Sigler,22,29,1.318181818181818,DotNet,Mobile,AI,English,Telugu,Tamil,9,3,6,5,5,1
883,3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,Paris Michalik,13,13,1.0,JS,ML,AI,English,Japenese,Chinese,6,3,0,1,1,2
884,1,0,0,0,0,0,0,1,3,3,3,4,4,2,2,2,2,1,1,0,Keith Chavis,12,7,0.5833333333333334,AI,Java,JS,English,Hindi,Japenese,1,0,3,1,0,2
885,4,4,4,4,1,1,0,1,1,1,1,3,3,1,1,1,1,2,2,1,Ronald Heberling,24,16,0.6666666666666666,ML,AI,Mobile,English,Telugu,Hindi,3,5,3,2,2,1
886,1,0,0,0,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1,Jessica Harp,9,9,1.0,JS,AI,Mobile,English,Hindi,Japenese,0,0,3,2,1,3
887,2,2,2,2,0,0,0,1,4,4,4,3,3,1,1,1,1,0,0,0,Juanita Morales,15,15,1.0,Java,AI,ML,English,Malayalam,Kannada,8,5,1,1,0,0
888,1,1,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,4,4,1,Ramona Kenney,4,6,1.5,Mobile,JS,DotNet,English,Telugu,Kannada,2,1,2,0,0,1
889,1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1,Manual Isaac,11,19,1.7272727272727273,Java,JS,AI,English,Tamil,Chinese,3,6,2,2,4,2
890,3,3,3,3,2,2,0,2,1,1,1,1,1,1,1,1,1,4,4,2,Michael Bonds,24,22,0.9166666666666666,Mobile,ML,DotNet,English,Tamil,Telugu,2,4,4,4,7,1
891,4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,Michael Slaton,15,14,0.9333333333333332,ML,DotNet,JS,English,Chinese,Telugu,4,3,3,3,0,1
892,4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,0,0,1,Everett Tatom,3,9,3.0,ML,JS,DotNet,English,Chinese,Malayalam,1,2,5,1,0,0
893,1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1,Sarah Jones,19,24,1.263157894736842,Java,Mobile,AI,English,Tamil,Kannada,1,5,4,5,5,4
894,1,1,1,1,3,3,0,3,4,4,4,2,2,1,1,1,1,0,0,3,Jake Dunn,3,9,3.0,Java,DotNet,AI,English,Malayalam,Kannada,1,1,1,4,2,0
895,4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1,Eva Mccombs,11,16,1.4545454545454546,ML,Mobile,Java,English,Japenese,Kannada,2,1,3,3,4,3
896,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Tommy Buchanan,6,19,3.1666666666666665,ML,JS,AI,English,Tamil,Telugu,8,3,2,1,4,1
897,2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1,Franklin Larkin,18,26,1.4444444444444444,AI,Mobile,ML,English,Telugu,Chinese,3,7,2,5,5,4
898,1,1,1,1,1,1,0,1,3,3,3,2,2,1,0,0,0,1,1,1,Damaris Velazquez,9,9,1.0,Mobile,Java,AI,English,Hindi,Telugu,4,1,0,3,1,0
899,1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3,Karen Baichan,4,7,1.75,JS,DotNet,AI,English,Tamil,Telugu,2,1,1,1,1,1
900,1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2,Roger Newland,8,16,2.0,Mobile,AI,DotNet,English,Malayalam,Japenese,3,2,2,2,4,3
901,3,3,3,3,2,2,0,2,1,1,1,4,4,1,1,1,1,1,1,2,Dennis Butler,8,19,2.375,AI,ML,DotNet,English,Japenese,Telugu,2,3,4,1,4,5
902,1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4,Carrie Stephens,11,15,1.3636363636363635,DotNet,JS,Mobile,English,Telugu,Japenese,2,4,2,4,2,1
903,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Eva Notti,2,4,2.0,JS,Mobile,Java,English,Hindi,Telugu,1,2,0,0,1,0
904,1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,4,4,1,Willie Deloach,21,28,1.3333333333333333,Mobile,JS,Java,English,Tamil,Japenese,6,5,4,5,6,2
905,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Edith Schmidt,18,25,1.3888888888888888,JS,Java,Mobile,English,Kannada,Japenese,9,2,2,4,6,2
906,1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3,James Layton,23,27,1.173913043478261,AI,DotNet,JS,English,Malayalam,Telugu,5,3,9,2,4,4
907,4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3,Bernice Goldson,22,21,0.9545454545454546,ML,DotNet,Mobile,English,Malayalam,Japenese,4,4,6,3,3,1
908,2,2,2,2,3,3,0,3,1,1,1,1,1,1,0,0,0,0,0,3,Jeffery Mccalla,15,10,0.6666666666666666,AI,DotNet,ML,English,Hindi,Telugu,0,4,0,4,2,0
909,1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,4,4,2,George Butler,24,17,0.7083333333333334,Mobile,JS,DotNet,English,Telugu,Japenese,3,3,3,2,3,3
910,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Gary Jones,11,18,1.6363636363636365,ML,AI,Java,English,Chinese,Tamil,2,3,4,4,2,3
911,2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4,Nancy Hetrick,9,19,2.111111111111111,DotNet,AI,ML,English,Hindi,Kannada,5,5,1,3,3,2
912,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Edward Joyce,24,16,0.6666666666666666,ML,JS,AI,English,Telugu,Japenese,5,4,2,1,2,2
913,1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1,Terri Hooks,9,16,1.7777777777777777,DotNet,Java,Mobile,English,Tamil,Malayalam,3,1,6,3,0,3
914,2,2,2,2,3,3,0,3,4,4,4,1,1,1,1,1,1,1,1,3,Christina Chavis,22,19,0.8636363636363636,Java,DotNet,ML,English,Kannada,Japenese,3,4,4,1,2,5
915,1,1,1,1,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Francisco Morris,10,17,1.7,Java,JS,AI,English,Chinese,Malayalam,6,3,2,0,1,5
916,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1,Daniel Cody,17,24,1.411764705882353,Mobile,Java,ML,English,Chinese,Malayalam,4,3,4,8,1,4
917,1,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,4,4,1,Michael Miles,6,19,3.1666666666666665,Mobile,AI,JS,English,Japenese,Telugu,5,6,0,1,2,5
918,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Ryan Cahill,21,28,1.3333333333333333,JS,Java,Mobile,English,Malayalam,Japenese,2,8,5,1,6,6
919,1,1,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,0,0,1,Gail Chesser,5,2,0.4,DotNet,JS,AI,English,Chinese,Tamil,0,1,1,0,0,0
920,4,4,4,4,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0,Diane Daughtry,9,7,0.7777777777777778,ML,JS,Java,English,Tamil,Hindi,3,1,1,0,0,2
921,4,4,4,4,2,2,0,2,1,1,1,3,3,1,1,1,1,1,1,2,Danielle Powell,6,19,3.1666666666666665,ML,AI,DotNet,English,Malayalam,Japenese,5,4,2,4,3,1
922,1,0,0,0,1,1,0,1,1,0,0,1,1,2,2,2,2,1,1,1,Lynn Ottesen,2,2,1.0,Mobile,DotNet,JS,English,Japenese,Kannada,1,0,1,0,0,0
923,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Enrique Wakefield,23,17,0.7391304347826086,AI,ML,JS,English,Japenese,Telugu,2,0,7,1,4,3
924,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Ralph Jackson,22,19,0.8636363636363636,JS,Java,Mobile,English,Malayalam,Tamil,5,4,2,4,3,1
925,4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,Carl Brown,11,19,1.7272727272727273,ML,Java,JS,English,Telugu,Chinese,8,3,4,0,1,3
926,3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1,Sherryl Carey,23,20,0.8695652173913043,JS,ML,Mobile,English,Hindi,Tamil,4,6,4,1,4,1
927,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Lauren Pawloski,13,16,1.2307692307692308,AI,ML,JS,English,Hindi,Malayalam,1,7,3,1,3,1
928,1,1,1,1,0,0,0,1,1,1,1,1,1,4,4,4,4,3,3,0,Richard Trudnowski,10,6,0.6,JS,Mobile,Java,English,Hindi,Malayalam,2,2,1,0,0,1
929,1,0,0,0,0,0,0,1,1,1,1,2,2,4,4,4,4,0,0,0,Fran Worthington,3,3,1.0,JS,Java,AI,English,Hindi,Tamil,2,0,1,0,0,0
930,2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4,Robert Hooper,9,14,1.5555555555555556,DotNet,Java,ML,English,Tamil,Malayalam,2,4,1,2,4,1
931,2,2,2,2,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0,Duane Rodriguez,2,7,3.5,Mobile,JS,ML,English,Chinese,Japenese,2,2,2,1,0,0
932,3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,4,4,1,Son Phillips,22,17,0.7727272727272727,Mobile,ML,JS,English,Telugu,Tamil,3,3,3,1,4,3
933,3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Kenneth Bolton,16,23,1.4375,Java,ML,DotNet,English,Japenese,Kannada,2,5,8,3,2,3
934,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Armando Brown,21,16,0.7619047619047619,JS,Mobile,Java,English,Chinese,Japenese,5,3,2,0,3,3
935,1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2,Cyrus Pollack,17,26,1.5294117647058822,JS,AI,DotNet,English,Kannada,Telugu,6,3,6,2,6,3
936,3,3,3,3,0,0,0,1,2,2,2,4,4,1,1,1,1,1,1,0,Stacey Hayes,5,8,1.6,AI,ML,Java,English,Japenese,Kannada,2,2,2,1,0,1
937,1,0,0,0,1,1,0,1,3,3,3,1,1,1,0,0,0,4,4,1,Nicole Wilson,14,6,0.4285714285714285,Mobile,Java,DotNet,English,Japenese,Kannada,3,0,0,2,0,1
938,1,1,1,1,1,1,0,1,3,3,3,4,4,2,2,2,2,1,1,1,Chance Knox,20,20,1.0,AI,Java,JS,English,Telugu,Japenese,3,3,5,3,2,4
939,1,1,1,1,1,1,0,1,3,3,3,1,1,2,2,2,2,4,4,1,Donald Dean,19,21,1.105263157894737,Mobile,Java,JS,English,Telugu,Chinese,6,1,5,2,2,5
940,3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,Mitchell Yeldell,14,7,0.5,Java,ML,AI,English,Hindi,Malayalam,2,2,1,0,1,1
941,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Patricia Lesher,15,6,0.4,Mobile,ML,Java,English,Kannada,Hindi,2,1,1,0,2,0
942,4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3,Lance Crook,11,18,1.6363636363636365,ML,DotNet,JS,English,Chinese,Kannada,5,1,1,6,3,2
943,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,Michael Plateroti,4,8,2.0,Mobile,DotNet,AI,English,Hindi,Telugu,1,3,2,2,0,0
944,1,1,1,1,1,1,0,1,1,0,0,0,0,3,3,3,3,1,1,1,James Herndon,2,2,1.0,Mobile,JS,DotNet,English,Japenese,Telugu,0,1,1,0,0,0
945,3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4,Margarita Noll,24,23,0.9583333333333334,DotNet,ML,Mobile,English,Telugu,Chinese,3,5,6,4,2,3
946,4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1,Esther Floyd,19,15,0.7894736842105263,ML,Java,Mobile,English,Telugu,Hindi,3,3,4,2,2,1
947,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Jan Rothwell,22,19,0.8636363636363636,ML,AI,Java,English,Telugu,Hindi,8,1,4,2,2,2
948,1,1,1,1,0,0,0,1,1,1,1,0,0,3,3,3,3,0,0,0,Vincent Deininger,3,2,0.6666666666666666,ML,JS,Java,English,Telugu,Japenese,0,0,2,0,0,0
949,1,0,0,0,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1,Charles Parker,14,5,0.3571428571428571,JS,AI,DotNet,English,Kannada,Hindi,2,0,1,1,0,1
950,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Lorrine Granger,23,22,0.9565217391304348,Java,Mobile,ML,English,Hindi,Malayalam,2,6,3,3,5,3
951,3,3,3,3,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,Carl Chien,9,11,1.2222222222222223,JS,ML,AI,English,Tamil,Chinese,3,3,0,1,3,1
952,1,0,0,0,0,0,0,1,1,1,1,3,3,2,2,2,2,0,0,0,George Slayton,3,2,0.6666666666666666,Java,AI,JS,English,Japenese,Chinese,1,0,1,0,0,0
953,2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1,Aaron Donahoe,11,14,1.2727272727272727,AI,JS,ML,English,Tamil,Hindi,5,2,1,2,3,1
954,1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4,Scott Pride,23,22,0.9565217391304348,DotNet,AI,Mobile,English,Kannada,Tamil,3,7,1,3,4,4
955,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1,Micheal Shupe,24,24,1.0,JS,Mobile,Java,English,Japenese,Hindi,3,6,4,4,5,2
956,1,1,1,1,1,1,0,1,1,1,1,0,0,3,3,3,3,2,2,1,Robert Nikas,15,7,0.4666666666666667,Java,JS,Mobile,English,Japenese,Kannada,0,3,1,0,2,1
957,3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,1,1,1,Thomas Martin,7,5,0.7142857142857143,Java,ML,Mobile,English,Malayalam,Kannada,1,1,1,1,1,0
958,2,2,2,2,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4,George Shannon,8,17,2.125,DotNet,JS,ML,English,Kannada,Hindi,4,4,2,4,1,2
959,2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,Wanda Thao,2,5,2.5,JS,Mobile,ML,English,Telugu,Japenese,1,2,0,0,2,0
960,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,June Stoneking,22,21,0.9545454545454546,AI,ML,JS,English,Hindi,Tamil,4,1,5,2,6,3
961,3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1,Nina Reed,19,22,1.1578947368421053,JS,ML,Java,English,Tamil,Hindi,4,4,4,4,1,5
962,4,4,4,4,1,1,0,1,1,1,1,3,3,2,2,2,2,1,1,1,William Houghton,22,27,1.2272727272727273,ML,AI,JS,English,Hindi,Malayalam,1,4,8,5,6,3
963,1,1,1,1,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Margaret Sims,14,11,0.7857142857142857,Java,Mobile,DotNet,English,Tamil,Chinese,4,2,3,1,1,0
964,1,1,1,1,1,1,0,1,1,0,0,1,1,3,3,3,3,4,4,1,Thomas Davis,8,5,0.625,Mobile,JS,DotNet,English,Chinese,Hindi,2,1,1,0,0,1
965,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Ofelia Cayea,24,16,0.6666666666666666,Java,Mobile,ML,English,Chinese,Hindi,1,2,1,4,3,5
966,4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3,Cornelia Gutierrez,11,14,1.2727272727272727,ML,DotNet,JS,English,Kannada,Telugu,4,3,2,1,3,1
967,1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4,Christine Warner,17,23,1.3529411764705883,DotNet,AI,Mobile,English,Hindi,Japenese,2,1,3,8,7,2
968,2,2,2,2,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1,Richard Tomlin,24,21,0.875,AI,Java,ML,English,Malayalam,Chinese,5,3,4,5,2,2
969,4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1,Jerry Thorn,17,26,1.5294117647058822,ML,Java,JS,English,Hindi,Telugu,4,3,7,5,5,2
970,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,Nichole Jantz,14,11,0.7857142857142857,ML,DotNet,JS,English,Hindi,Chinese,3,0,2,4,0,2
971,2,2,2,2,0,0,0,1,3,3,3,4,4,1,0,0,0,0,0,0,Meredith Flores,2,5,2.5,AI,Java,ML,English,Malayalam,Hindi,1,2,0,2,0,0
972,1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4,Barbara Pang,24,20,0.8333333333333334,DotNet,Java,AI,English,Tamil,Chinese,7,3,3,4,2,1
973,1,1,1,1,3,3,0,3,1,0,0,4,4,2,2,2,2,1,1,3,John Davisson,7,14,2.0,AI,DotNet,JS,English,Tamil,Malayalam,5,2,2,0,3,2
974,1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4,Bryan Chase,23,27,1.173913043478261,DotNet,JS,Mobile,English,Tamil,Chinese,2,3,6,9,4,3
975,1,1,1,1,4,4,0,4,1,1,1,1,1,1,0,0,0,3,3,4,Jonathan Zingaro,5,7,1.4,DotNet,Mobile,AI,English,Chinese,Hindi,0,4,0,1,1,1
976,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1,Adeline Roberts,17,18,1.0588235294117647,Mobile,Java,ML,English,Telugu,Malayalam,3,1,1,5,6,2
977,2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4,Tara Lyons,17,19,1.1176470588235294,DotNet,Java,ML,English,Japenese,Chinese,5,1,1,2,5,5
978,3,3,3,3,1,1,0,1,4,4,4,2,2,1,0,0,0,1,1,1,William Williamson,6,10,1.6666666666666667,Java,ML,AI,English,Chinese,Malayalam,3,2,0,2,1,2
979,4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,Kathleen Bambacigno,9,14,1.5555555555555556,ML,JS,Java,English,Telugu,Chinese,4,4,0,2,3,1
980,1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2,Mae Hill,24,18,0.75,JS,AI,DotNet,English,Chinese,Japenese,5,4,2,2,2,3
981,1,1,1,1,3,3,0,3,2,2,2,0,0,1,1,1,1,1,1,3,Peter Dellinger,6,5,0.8333333333333334,JS,DotNet,Java,English,Kannada,Malayalam,0,2,0,1,1,1
982,1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4,Cynthia Anaya,19,29,1.5263157894736843,DotNet,JS,Mobile,English,Malayalam,Tamil,6,2,5,6,6,4
983,1,1,1,1,0,0,0,1,1,1,1,0,0,2,2,2,2,1,1,0,Sylvia Thigpen,2,3,1.5,Mobile,ML,JS,English,Kannada,Telugu,0,0,1,2,0,0
984,2,2,2,2,0,0,0,1,1,1,1,4,4,1,0,0,0,3,3,0,John Gerrald,4,5,1.25,AI,Mobile,ML,English,Japenese,Malayalam,1,1,0,1,0,2
985,1,1,1,1,1,1,0,1,1,1,1,4,4,3,3,3,3,2,2,1,Jose Bond,17,29,1.7058823529411764,AI,JS,Mobile,English,Telugu,Chinese,7,2,6,4,7,3
986,2,2,2,2,1,1,0,1,1,1,1,3,3,1,1,1,1,4,4,1,Russell Collyer,8,16,2.0,Mobile,AI,ML,English,Japenese,Hindi,4,3,4,1,2,2
987,2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,0,0,1,William Nelson,15,8,0.5333333333333333,AI,JS,ML,English,Malayalam,Japenese,3,1,2,1,1,0
988,1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3,Thomas Barton,22,21,0.9545454545454546,Mobile,DotNet,AI,English,Tamil,Chinese,5,2,5,3,2,4
989,2,2,2,2,1,1,0,1,3,3,3,1,1,4,4,4,4,1,1,1,Angelo Houck,23,29,1.2608695652173914,JS,Java,ML,English,Kannada,Chinese,5,3,6,5,4,6
990,1,0,0,0,2,2,0,2,4,4,4,3,3,1,1,1,1,1,1,2,Ricky Hood,20,16,0.8,Java,AI,DotNet,English,Kannada,Tamil,4,0,5,2,3,2
991,1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,1,1,2,Joan Takemura,5,7,1.4,JS,AI,DotNet,English,Malayalam,Kannada,2,1,1,1,1,1
992,4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1,Stephen Burritt,19,19,1.0,ML,Mobile,Java,English,Malayalam,Hindi,3,5,3,4,1,3
993,2,2,2,2,1,1,0,1,1,0,0,4,4,1,1,1,1,1,1,1,Virginia Hamby,13,12,0.9230769230769232,AI,DotNet,ML,English,Malayalam,Kannada,5,4,1,0,0,2
994,1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1,Joseph Buckner,19,26,1.368421052631579,JS,AI,Java,English,Telugu,Chinese,2,5,7,2,6,4
995,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Glenn Bumbrey,15,17,1.1333333333333333,ML,AI,Java,English,Kannada,Malayalam,3,4,2,3,2,3
